,index,tweet,humor,prejudice_woman,prejudice_lgbtiq,prejudice_inmigrant_race,gordofobia,mean_prejudice
1288,72056,RT MENTION: MENTION Cuál es el significado de NBA?  R: Negros Burda e Altos &lt;- HASHTAG  ,1,0,0,1,0,2.8
1289,16463,MENTION MENTION Dos trabajos? No te han robado ninguno los inmigrantes? Wow... Ahora me dirás que tampoco tienes okupas en tu casa. Capaz eres.,0,0,0,1,0,3.2
1290,14950,"MENTION la galera en yutub: enserio tuve que paisar 345 veces porque de la rabia me ponía a llorar

la galera en discord: aber tus tetas",0,1,0,0,0,2.8
1291,91890,Para mantener una piel de bb como la de mi cara es importante mantener una dieta basada en tetas,1,1,0,0,0,2.6
1292,25896,"Condenada a 14 años por descuartizar a su expareja en Vizcaya.

Sólo aparecieron sus piernas
Las feministas calladas.

 URL URL",0,1,0,0,0,2.6
1293,79247,La CDMX ya esta preparada para la siguiente manifestación  FEMINAZI  ‼️,0,1,0,0,0,3.4
1294,41769,"- Le digo que usted no puede hacerlo.
- Lo dices porque soy mujer, machista.
- Lo digo porque esto es un Banco de semen, señorita.",1,1,0,0,0,3.4
1295,78895,Maricon insoportable de mierda,0,0,1,0,0,3.2
1296,79481,Destacamento de FEMINAZIS se desplazan a La Ucraní para meter miedo con sus tetas a los soldados de La Rusí,1,1,0,0,0,3.2
1297,15430,"Ver un montón de lesbianas por la calle para darme cuenta a los segundos que no son lesbianas, son hombres ☹️ ¿porque no funciona la vida como el algoritmo de tiktok?",0,0,1,0,0,3.8
1298,2885,"Mientras aquí Irene y su secta se forra a costa de las mujeres, las mujeres en  Irán  : URL",0,1,0,0,0,2.4
1299,83928,Y ponen lo que se les canta el orto* tantas palabras te ibas a comer gorda puta,0,1,0,0,1,3.0
1300,4858,"MENTION Me importa un culo si a alguien no le parece lo que voy a decir:

Ya desarrollé xenofobia hacia los venezolanos.

Y me importa un culo si a alguien no le parece, porque sé que ese alguien tampoco me defendería si me roba, vandaliza o mata un venezolano.",0,0,0,1,0,3.2
1301,62281,"-SÍ te quiero, pero es que soy muy complicada.

—UY PERDÓN HIJA DE BALDOR, FAMILIAR DEL CUBO RUBIK, SUDOKU NIVEL LEGENDARIO.",1,1,0,0,0,2.0
1302,1825,MENTION Vaya nick de mierda parece de gay,0,0,1,0,0,2.6
1303,42649,"Cuestion de espermatozoides

Dos amigas: ?por que hacen falta millones de espermatozoides para fertilizar un solo ovulo? no se ?por que? porque los espermatozoides son masculinos se niegan a preguntar cual es el camino 

HASHTAG    feminist as  ",1,1,0,0,0,1.4
1304,16158,Si hombres y mujeres somos iguales ¿Porque no hay boxeo mixto?,0,1,0,0,0,2.0
1305,65031,"No sos vos, es el gym que no supo sacar eso que crees ser.",1,0,0,0,1,1.8
1306,79794,"Perdone, los disfraces?
Diflase fondo delecha",0,0,0,1,0,2.6
1307,11675,"Las cosas claras.

""Las feministas tienen miedo a censurar el maltrato del islam a la mujer por si son acusadas de racismo"" URL",0,1,0,1,0,1.6
1308,18030,"MENTION Al respecto, en mi blog escribí cómo fue que la homosexualidad abierta mató la amistad masculina .",0,0,1,0,0,2.8
1309,25756,MENTION X cierto que sepas que la única razón de que halloween sea tu fiesta fav es porque eres lesbiana,0,0,1,0,0,2.4
1310,25092,Las feministas tienen un talento natural en el arte del llanto 😭♀️ URL,0,1,0,0,0,2.8
1311,7846,"MENTION MENTION MENTION MENTION Entiendo que abuelos de aldeas gallegas o de pueblos profundos de cataluña, pais Vasco etc no hablen muy bien castellano, al igual que entiendo que esa gente sea prácticamente analfabeta. Lo que no entiendo es a gente joven sin saber hablar castellano en españa por razones",0,0,0,1,0,2.6
1312,25517,"HASHTAG   MENTION
un hombre negro se encuentra con una chica en un club y las chica le dice
-muéstrame si lo que dicen de los hombres negros es cierto
el hombre le roba el bolso la apuñala y sale corriendo",1,0,0,1,0,4.4
1313,79698,El chocolate blanco se inventó para que los negros también se pudieran ensuciar.,1,0,0,1,0,2.4
1314,19780,"Ustedes qué van a saber de dificultades, si nunca han tenido que ocultarse la verga gorda y grande, en unos legging ajustados. URL",1,0,1,0,0,2.8
1315,79373,"En fin, En casa somos músicos, mi hermana toca el violín y mi padre la viola",1,1,0,0,0,4.4
1316,14831,"El feminismo solo ""defiende"" a las mujeres que se dejan adoctrinar por su ideología totalitaria URL",0,1,0,0,0,2.6
1317,2381,La gorda de apt prendió el aire pero dejo las ventanas abiertas para ventilar por el covid,0,1,0,0,1,0.6
1318,79289,Qué tienen en común la ropa y las mujeres? Que las dos se utilizan,1,1,0,0,0,3.8
1319,46642,señor le tengo 2 noticias una mala y una buena.  la mala : es q su hijo es gay  y entonces la buena? -que es la reina del salon HASHTAG   RT,1,0,1,0,0,3.4
1320,28920,"El día menos pensado Twitter cambiará de nombre y pasara a llamarse ""feministas en acción"".",0,1,0,0,0,2.6
1321,79622,mexicanos negros de mierda,0,0,0,1,0,3.2
1322,79541,"Viajas en un micro lleno de indigenas, feel like ""danza con lobos""",0,0,0,1,0,3.6
1323,31969,¿Sabes que tienen en común las tostadas y los padres? Que si ambos te salen negros no comes. HASHTAG   HASHTAG   HASHTAG    Risas  ,0,0,0,1,0,4.0
1324,18326,Sabéis porqué los gays no ven fantasmas? Porque los fantasmas son paranormales.,0,0,1,0,0,3.4
1325,23182,En que se diferencia Drácula y un gay. Que Drácula chupa sangre y un gay chupa pol*as.,1,0,1,0,0,2.6
1326,24806,"La vecina de la niña asesinada cuenta el calvario que han sufrido.
Un caso más de tantos miles.
Todas estas parásitas paridoras siguen las instrucciones de la asociación feminazis de turno.
URL",0,1,0,0,0,3.6
1327,17701,"Y mi critica no es SOLO contra los musulmanes.
Aun hoy, hay lugares del mundo donde cristianos extremistas hacen vainas similares a las que hacen los extremistas islámicos.
Así reflexionemos el asunto sin tabúes.
¡Gracias a Dios soy ateo! 😉
 Opine  ",0,0,0,1,0,3.0
1328,25605,"""Ser femenina es mas atractivo para los hombres""????? O sea para gustarles tenemos q ser comi ustedes quieren q seamos pero no como nosotras queramos????? 
Pobre piba, rodeada de machistas jajajjaja URL",0,1,0,0,0,3.0
1329,12928,"Pues una cosa os digo, yo entre que me tengan que meter algo por la nariz o por el culo... Casi que lo veo como un cambio a mejor. URL",1,0,1,0,0,2.8
1330,47354,"Cada 28 días, a mi novia le sucede la maldición de los enanos, Se pone gruñona, feliz, tímida, dormilona y tontina.",1,1,0,0,0,3.8
1331,30437," STRP   HASHTAG   HASHTAG   HASHTAG   MENTION 
Estoy mas perdido que una lesbiana ciega en una pescaderia",1,0,1,0,0,3.4
1332,16839,MENTION MENTION MENTION MENTION MENTION A este paso Sergei Lavrov le va a comer los cojones por debajo del culo a media Ucrania.,0,0,0,1,0,1.2
1333,79589,"La Estación Central lleno de inmigrantes en carpas en plena Alameda, falta mano dura y enviarlos a su país  Hola Chile La Red  ",0,0,0,1,0,2.8
1334,16997,"MENTION MENTION Creo que cai con los SocialJustice warrior y su tipico sistema de defensa Copito de Nieve que es sentirse oprimido por cierta ""comunidad machista Gamer"" no pos si hay chicas gaymers no tantas ya que solo les gusta estar encerradas en la cocina y por eso le echan la culpa a uno 🙄 URL",0,1,0,0,0,3.4
1335,11352,"Así es, soy un chico sensible y me gusta escuchar a las mujeres, de hecho me preocupa mucho lo que opinen y como se sientan. Especialmente si puede ser en mi cara.",1,1,0,0,0,2.4
1336,1696,La maldad feminista merece su karma. URL,0,1,0,0,0,2.6
1337,39402,"MENTION Además de hacerlos trabajar, esa bandera es de los travestis, la ultra izquierda esta enferma",0,0,1,0,0,3.6
1338,79256,"No todas las feas son feministas, pero todas las feministas son feas",0,1,0,0,0,2.8
1339,20624,"Arte de la guerra aplicada al amor (para mujeres):
Mostrar una posición de debilidad, cuando estas en una posición fuerte, para atraer a tu presa y atraparla.",0,1,0,0,0,3.4
1340,35749,"MENTION MENTION Tenga cuidado que cualquier cosa q diga en contra de esta religión le dirán q es un delito de odio , cuando ellos no respetan ni la suya .NO a la INVASION de musulmanes en mi país y encima los subvencionamos. Se puede ser más inútil, alimentando al ENEMIGO. Q país nos va a quedar",0,0,0,1,0,3.8
1341,5239,"MENTION Te invito a que leas un libro titulado: ""Soltera pero depilada"", dedicado a aquellas mujeres que nunca pierden la esperanza. 😉👍",0,1,0,0,0,3.2
1342,6582,MENTION gitanos d to la vida,0,0,0,1,0,2.2
1343,23821,La verdadera cara del feminismo URL,0,1,0,0,0,0.8
1344,39277,"MENTION Ayuso no abandonó a nadie.
Ayuso se vio obligada a tomar decisiones muy duras porque para mantener la manifa del 8M nos engañaron, y ese engaño provocó que se saturasen los hospitales y no pudiesen atender a todos.
23.000 muertos por un capricho feminista.",0,1,0,0,0,2.6
1345,40138,Entonces si le sumamos que sale con un travesti...es maraco completo...Hucopoli...zurdo desviado... URL,0,0,1,0,0,3.4
1346,58949,"—Amor, cuando termine de arreglarme llego a tu casa.

—Ok, mientras leo la Biblia.",1,1,0,0,0,3.0
1347,3860,"Quiero agradecer a los inmigrantes ilegales su contribución al asaltar la valla y a la Guardia Cívil.
Es maravilloso que ellos  consigan en cuatro días lo que los españoles tenemos que currarnos 40 años.
Felicidades.",0,0,0,1,0,3.0
1348,25614,MENTION MENTION Peor es que las bombas no sean con perspectiva de género,1,1,0,0,0,1.8
1349,22466,"Chile , un país donde la feministas defienden a un wn que se cree mujer…
🍄
Pero no defienden a una mujer violada por extranjeros…

Tanto pelo en el ala las tiene wnas cabres!😂😂🤣🤣",0,1,1,0,0,2.6
1350,19767,"MENTION - ¿Esa cosa gorda y negra es la mascota del equipo?
- No, es Fabra.",1,0,0,1,1,2.7
1351,26648,"MENTION MENTION Hay niveles. Mucho se dice de acá, pero no he visto en ninguna otra parte del país tan poco pudor y vergüenza como en la CDMX, y no solo los homosexuales, la población en general. Es una atrocidad.",0,0,1,0,0,2.4
1352,131,"Una ley que directamente permite que si eres un depravado puedas cambiarte de género sin más para ir al vestuario femenino, igual es para darle una vuelta. Igual, sólo con eso, ya te tienes que parar a pensarlo. Pero bueno, qué sabré yo, un humilde machista fascista.",0,1,1,0,0,2.0
1353,15669,Entre una gorda y una tía fit eliges a la tía fit y entre una mansión y una chabola pues eliges la mansión. El que diga que no o es un hipócrita o un mentiroso. Habrá cosas que no cambien por mucho que la peña se empeñe. URL,0,1,0,0,1,3.6
1354,22487," STRP   HASHTAG   HASHTAG   HASHTAG   MENTION
En que se diferencia una foca de una mujer? 
En que una tiene bigote y grasa y la otra vive en el mar.",1,1,0,0,1,2.4
1355,5319,"Si eres gorda, no fumes. Pareces una olla a presión.

HASHTAG   HASHTAG  ",0,1,0,0,1,2.6
1356,79291,Por lo menos a vosotras sólo os vale con ser guapas para que os hagan caso,0,1,0,0,0,3.4
1357,38421,"Che cosos que dicen que un hombre puede ser mujer y todas esas pavadass. Si un hombre da positivo en un test de embarazo podríamos estar ante la posible señal de un cáncer testicular. Así que si lo hacés y tenés ese resultado, no te alegres, no sos mujer, estás muy enfermo...",0,0,1,0,0,3.6
1358,79080,Env yo si soy homofóbica fuck a estos gays k lo k hacen es desvalidarnos,0,0,1,0,0,3.4
1359,72366,"—Dame un beso.
—No, pendejo.
—¿Por qué no? Las parejas se besan.
—Sí, pero no las de policías, no seas puto.",1,0,1,0,0,1.8
1360,79618,Vayánse a la mierda con la plandemia. Hasta los huevos de esta tomadura de pelo. Atiendan a los palmeros de una puta vez y frenen la llegada de Menas.,0,0,0,1,0,2.8
1361,85995,"Sería bueno que dejen de ser sexistas. No es justo que el programa sea conducido por un hombre feo y una mujer bella. Los reto a que el programa lo conduzca una mujer gorda, canosa, medio calva y con papada (tan sabia como Héctor), o bien un hombre joven y guapo.",0,1,0,0,1,3.2
1362,79437,"Al final han cumplido el mítico chiste de: ""Cómo le das más libertad a una mujer? // Agrandandole la cocina.""",0,1,0,0,0,3.6
1363,36429,"He visto tantas veces que cuando los homosexuales abrazan la ideología LGB6, en lugar de mejorar, empeoran. La depresión, la ansiedad, la poca tolerancia a la frustración son cosas comunes. Todo producto del discurso que los convierte en víctimas paranoicas.",0,0,1,0,0,3.6
1364,16834,"Algo que siempre me he preguntado: ¿Por qué las feministas bolleras radicales se visten como hombres si supuestamente nos odian? Si es que son tontas, no hay más. HASHTAG   HASHTAG   HASHTAG    Risas    Reflexiones    Buenos Días  ",0,1,1,0,0,2.9000000000000004
1365,79127,no te qdo claro ..veo que sos enferma total en esta vida se paga todo lesbiana asquerosa,0,0,1,0,0,3.8
1366,13021,"En tiempos normales, una mujer barbuda sería la sensación en un circo. Hoy, las mujeres barbudas son la sensación del colectivo de 6 colores.",1,0,1,0,0,4.0
1367,91879,"Estoy harto de que las mujeres tengan el monopolio de las tetas, siempre nos hacen pasar por el aro",1,1,0,0,0,2.6
1368,79041,Espero que maricones y rojos como éste dice no creo que sean la mayoría. Tu solo radicalizas a la sociedad  ENERGUMENO   !!,0,0,1,0,0,2.2
1369,33094,MENTION el otro día vi a un negro con un cohe. Pense que era el mio y me fui corriendo al garaje. Que susto! El negro seguía encadenado,1,0,0,1,0,4.2
1370,72447,"—No soy racista hija, ¿no viste que salude a tu novio negro?
—Te lavaste las manos.
—Es que vamos a comer.
—Con cloro.",1,0,0,1,0,3.8
1371,61672,"*Dos chinos hablando* —Ayel me complé un coche nuevo —¿Sí? —Sí mila, es ese —¿Y que malca es? —Un Alfa —Lomeo? —Lo meas y te lompo el cuello",1,0,0,1,0,2.6
1372,5003,"""Es que llamáis facha a cualquiera que no piensa como vosotros"" *Procede a llamar nazi a comunistas, socialistas, feministas y personas que no se pajean con Lola Bunny",1,1,0,0,0,2.0
1373,78873,sal del puto armario maricon,0,0,1,0,0,2.6
1374,12869,MENTION Originally they were just gonna hug each other but then they decided that was too gay.,0,0,1,0,0,2.6
1375,6301,"Un reloj con sello Argentino.

- Los suizos son reconocidos por la precisión de su relojeria.
- Los italianos por su diseño.
- Los japoneses por la calidad.
- Los chinos por su volumen de producción.

El reloj Argentino es reconocido porque te da la hora que necesitas que sea.",1,0,0,1,0,1.6
1376,566,"Yo no soy homófobo, fobia significa miedo y yo no tengo miedo a los maricones.",0,0,1,0,0,3.6
1377,61341,"Todas las gordas tienen algo hermoso , generalmente es una prima.       HASHTAG   HASHTAG  ",1,1,0,0,1,2.0
1378,64502,"—Ven papá, quiero presentarte a mi chava.

—¡Ese es mi hijo! Oye... pero es hombre.

—Sí, es mi novio Salvador. Mi chava hermoso.",1,0,1,0,0,1.4
1379,7947,"Una vez un pro-aborto me dijo ""respóndeme con datos, no con moralismos; ¿matarías a Alvin y las ardillas?""

No os voy a mentir, quedé 🤡 y casi me vuelvo pro-aborto, hasta ahora no lo he sabido refutar. 🥵",1,1,0,0,0,1.6
1380,13372,"MENTION MENTION MENTION MENTION MENTION Gonzalo de la Carrera debió expresar su opinión de este modo: ""Nunca tendré cáncer uterino, pero eventualmente sí cáncer de próstata. Y ese riesgo lo corremos todos quienes somos hombres, aunque algunos hoy se consideren mujeres"".
Ahí mismo se terminaba la discusión y la polémica",0,0,1,0,0,3.2
1381,25039,"MENTION Entiendo tu punto, no tengo hijas, si hijos y si mi uno de mis hijos ayudará a alguien así y después lo acusan injustamente de violador como crees q me sentiria ? Mejor hacer distancia, por desgracia esos grupos feministas con su odio a los hombres han logrado esto.",0,1,0,0,0,2.8
1382,33616,"El aborto es un arma de doble filo, estoy a favor de que maten bebés, pero estoy en contra de que las mujeres tengan derechos.

HASHTAG   HASHTAG    Aborto Legal 2020  ",1,1,0,0,0,5.0
1383,79122,Estos gays de la meta pluma de qué cojones van? Una cosa es ser gay y otra ser un puto gilipollas haciendo el imbécil integral y que te escudes en ser gay para eso,0,0,1,0,0,2.8
1384,44398, Esdegordos   jalar la sábana hasta acercarte el control de la TV.,1,0,0,0,1,3.0
1385,18440,MENTION Ojalá sea víctima de la próxima v¡0lMENTION¡on masiva en cárceles de mujeres en USA,0,1,0,0,0,4.0
1386,41991,"¡Las generalizaciones solo las podemos hacer las feministas, machirule! 🤬 URL",0,1,0,0,0,2.4
1387,79572,"Más encima feos los csm, negros Qliaos hediondos a zanja, díganme xenofobo, racista, la wea que sea, me importan 100 mil hectáreas de callampas, me aburrí de toda esta mierda, No da para más !!  No Mas Inmigrantes  ",0,0,0,1,0,3.0
1388,16012,Como que las tatu eran lesbianas de pega 😡🤬 URL,0,0,1,0,0,2.0
1389,75895,"-¡Papá, acabo de tener mi primera experiencia sexual! -Qué bueno, Álvaro, siéntate y cuéntame todo. -Mejor de pie porque no me puedo sentar.",1,0,1,0,0,2.8
1390,75,"Demasiadas mujeres, demasiadas mujeres 😂
URL",0,1,0,0,0,1.6
1391,12983,"Las mujeresque siguen a VOX son espectaculares en todos los sentidos

Igualitas que las Mordorianas de Podemos 🤭🤣

👏👏👏

 team VOX  
 Viva 22   URL",0,1,0,0,0,2.8
1392,55050,"—¡Abuelo! Todos me dicen gorda.
—No hagas caso, ¿Tienes tarea?
—Sí.
—Pues no dejes para Marrana lo que puedes hacer oink.
—¡ABUELOO!
—JAJAJÁ",1,1,0,0,1,2.2
1393,40871,"MENTION Yo desde pequeña me siento unicornio, ¿la unidad de trans especies está aquí también? URL",0,0,1,0,0,4.2
1394,79350,"Que fantástico les enseñara a las mujeres a barrer, encerar, lavar, cocinar, trapear, todo gracias a su experiencia, buena profesión para ese cargo",1,1,0,0,0,3.6
1395,4711,"MENTION Pesimo, el niño crecera en un hogar viciado de actividades dañinas, las parejas homosexuales son mucho mas infieles q las hetero y jamas podran brindarle modelos paternos ni maternos al niño",0,0,1,0,0,3.0
1396,14742,"EL FEMINISMO MANIPULA A LOS MEDIOS PARA DECIR QUE LA VIOLENCIA DE GÉNERO GENERA ""CAMBIO CLIMÁTICO""

URL

Las barbaridades que salen de las ""mentes feministas"" no tienen límite.",0,1,0,0,0,3.2
1397,9081,"Los errores te hacen más fuerte.
Los novios de feministas :

HASHTAG   HASHTAG   HASHTAG   HASHTAG   URL",0,1,0,0,0,2.0
1398,867,"Apoyo 100% el comentario de este twit 

Irene Montero ha beneficiado a pederastas y violadores con su ley

Eso de “sola y borracha quiero llegar a casa” aplica sólo si tienes escolta privada como ministra… al resto de mujeres NO!

 team VOX   URL",0,1,0,0,0,2.0
1399,56884,"Hoy en la esquina de casa chocaron dos motos, salieron lastimadas dos personas y un negro",1,0,0,1,0,4.4
1400,7673,MENTION Vamos todos a quejarnos con todo y lágrimas de sangre de que Disney está entintando de negro a sus personajes blancos. 🤔,0,0,0,1,0,3.4
1401,15781,Lo tuyo si q no tiene cura . Di abiertamente q eres gay  q no pasa nada . 🏳️‍🌈 URL,0,0,1,0,0,3.4
1402,51371,"—Amor soñé horrible, todos me decían gorda y tragona.
—Tranquila mi amor, sólo es una pesadilla.
—¿Una Quesadilla?, ¿dónde, dónde? HASHTAG  ",1,1,0,0,1,1.4
1403,7692,"No solo vivieron violencia por parte de “feministas transexcluyentes” sino que ahora las chicas están siendo desalojadas del lugar donde están viviendo.

¿Qué está pasando con la gente en Guadalajara? 😡 URL",0,1,0,0,0,2.6
1404,9260,"MENTION SOLO en Twitter? El nivel de ""amariconamiento"" generalizado es insufrible ya casi en todos los niveles de relacionamiento.",0,0,1,0,0,3.2
1405,11813,"MENTION MENTION No te preocupes no sos el único Copito de nieve pelotudito que camina sobre el Sol 🌞creyéndose especial.
hay mas tontas.. MENTION Esta gorda con su amiga  Latipade Verde   creyeron ser graciosas al decir que prefieren ""matar hombres para proteger ala mujer""grave error ❌👋😂 URL",0,1,0,0,1,1.7
1406,22810,Las FEMINISTAS DE GÉNERO solo odian al Sexo masculino...porque aunque no lo reconozcan saben que solo hay dos sexos. URL,0,1,1,0,0,1.5
1407,78912,¿Cuál es el hueso mas largo de la mujer? La escoba.,1,1,0,0,0,3.6
1408,38356,"-Han muerto 8 inmigrantes en las costas tratando de llegar al país.
*Me la suda, cuéntame algo interesante.
-No me gustan los vídeos de gatitos.
* ¡Monstruo! Cómo te vuelva a ver te pego de hostias.
HASHTAG    la sexta noticias  ",1,0,0,1,0,3.8
1409,4039,"Las feministas ignoran el asesinato de la niña Olivia porque para ellas las víctimas no son un mal a erradicar, sino un mero instrumento para cambiar la cultura y adaptarla a sus caprichos. Es pura soberbia, que es la misma emoción que ha habido detrás de ese asesinato.",0,1,0,0,0,2.8
1410,79078,Gracias a este maricón fuí castigado pero lo reitero: Eres puto y te gusta la verga,0,0,1,0,0,3.8
1411,36863,"Adjetivo para un maricon

Que adjetivo usarias para referirte a un marica que esta acatarrado tiene moquillo ? r: lleno

HASHTAG    homosexuales  ",1,0,1,0,0,2.8
1412,79473,"Heterosexuales: Me gusta el sexo opuesto.
Gay: me gusta los chicos.
Lesbianas: me gustan las chicas.
Asexuales: eh?
Pansexuales: me gustan chicas, chicos, trans, pan de barra, pan suave, pan de molde, monstruos, unicornios, todo lo que se mueva.",1,0,1,0,0,3.2
1413,31545,MENTION - Cuando esta feminazi vuelve a su casa: URL,0,1,0,0,0,3.4
1414,22653,"MENTION La ideologia de genero y los metodos anticonceptivos, ambos para destruir la natalidad y alterar el curso natural de los humanos.",0,1,0,0,0,2.0
1415,60704,"—Amor, ¿vamos al gym?
—¿Estás diciéndome gorda?
—Si no quieres no.
—¿Ah soy huevona?
—Calma.
—¿Ah soy histérica?
—Me voy solo.
—PUTO INFIEL.",1,1,0,0,1,2.1
1416,32274,"Día 59

Van 3 negros en un coche, ¿Quién conduce?
- La Guardia civil

HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,4.0
1417,651,MENTION Cualquier hombre decente prefiere mil veces a una antifeminista q a una feminista,0,1,0,0,0,2.6
1418,42261,Hermano literalmente si vas con carola porque los dos sois gallegos y cocainomanos no es mi puto problema pero creo que esto es pasarse URL,0,0,0,1,0,3.6
1419,29708,En que se parece una sirena y un transexual? En que los dos son mujeres con cola.,1,0,1,0,0,4.0
1420,42215,"Día 33

¿Qué hace una mujer cortada por la mitad arrastrándose por el desierto?
- Croquetas

HASHTAG   HASHTAG   HASHTAG   MENTION",0,1,0,0,0,3.8
1421,79661,Todos los negros deberían ser esclavos O.O,0,0,0,1,0,4.6
1422,5755,MENTION MENTION Pues eso mismo. Aquí te venden que ser homosexual es lo mejor y ser hetero pues lo peor. Y así nos luce el pelo,0,0,1,0,0,2.4
1423,39137,"-Mamá, ¿qué es el racismo?
+Algo que no debería de existir, hijo... como los negros. HASHTAG   HASHTAG   HASHTAG    Risas  ",0,0,0,1,0,4.4
1424,17349,"MENTION Tampoco a los hombres les gustan las gordas que no hacen ejercicio, se alimentan mal y no se peinan.",0,1,0,0,1,2.4
1425,30304,"Si lastima a las mujeres no nacidas, sí es feminismo. URL",0,1,0,0,0,3.0
1426,52686,"-Doctor, me veo más gorda y fea, ¿qué tendré?
-Razón.",1,1,0,0,1,1.2999999999999998
1427,78867,"Los problemas de pareja se solucionan el hombre viendo el fut y la mujer preparando la botana y teniendo la cheve fría en el refri, se sabe.",0,1,0,0,0,3.4
1428,32193,Que sale cuando procrean un negro y un pulpo? Ni puta idea pero seguro que recoje algodon que flipas.,0,0,0,1,0,4.2
1429,25666," First Dates 1 J  
Siempre flipo cuando veo a un gay que es más femenino que yo.",0,0,1,0,0,2.8
1430,45763,"- Papa anoche tuve mi primera experiencia sexual
- Ese es mi hijo, siéntese para que me platique 
- Es que no me puedo sentar",1,0,1,0,0,2.4
1431,79680,Putos negros odio los negros. Su diseño ya demuestra maldad,0,0,0,1,0,4.0
1432,34437,"MENTION otro simio más acusando sin argumentos a Jordi cuando dice la pura verdad. Si son menas los q hacen daño, lo son y PUNTO, y eso no se trata de ser racista, se trata de realidad. Espero q si un día uno te mete un navajazo los sigas defendiendo colega",0,0,0,1,0,3.4
1433,31170,"Entré a OnlyFans para ver cómo era, mientras los hombres venden cursos de mecánica avanzada, alta cocina, aviación, artes y oficios especializados, las mujeres solo venden pornografía.

Cada quien ofrece lo que tiene.",0,1,0,0,0,4.4
1434,28892,"Yo no tengo nada en contra de los negros...
Bueno si, un bate.",1,0,0,1,0,4.2
1435,39121,"IreneMontero MENTION Que asco de país machista que protesta cuando ven a los violadores salir de prisión.

Esto en un Estado feminista nunca pasaría.",1,1,0,0,0,2.0
1436,79388,Lo más sostenible es un bareto de barrio con el marido en la barra y la mujer en la cocina.,0,1,0,0,0,3.4
1437,17519,"LA ESENCIA DEL FEMINISMO ES LO QUE VAIS A VER EN ESTE VIDEO. COMPORTARSE COMO ANIMALES IRRACIONALES 

URL

Nunca mejor metáfora de lo que es el Feminismo. No lo vamos a calificar para que las ""feministas"" no nos censuren.",0,1,0,0,0,3.4
1438,19602,"A punta de ceviche no se engorda, anoten esa. 🙋🏾‍♂️",0,0,0,0,1,1.8
1439,58167,"Sujetador con relleno, extensiones de pelo, uñas postizas, maquillaje. Y luego se quejan por no encontrar a un hombre de verdad.",1,1,0,0,0,3.8
1440,6601,"Se viene una gorda con los de los tupés.
 Firstdates 3 F  ",0,1,0,0,1,1.1
1441,14482,"Adoctrinando a los más pequeños haciéndoles creer quienes son los buenos y quienes son los malos. 

La lucha feminista debe ser apolítica y fuera de ideologías.

Fascistas totalitarios. URL",0,1,0,0,0,1.4
1442,27381,"Ayer saliendo de la casa me encontré a tres  personas golpeando a un negro, eso me insultó y pues me tuve q meter, que clase de paliza le dimos los cuatro.",1,0,0,1,0,4.6
1443,46086,"Si Adán y Eva hubieran sido chinos, todavía estaríamos en el paraíso, por que se habrían comido la serpiente en vez de la puta manzana.",1,0,0,1,0,2.6
1444,15281,"MENTION Si es lo comunmente llamado tetas de gorda , es un hecho que si adelgazas se van",0,1,0,0,1,1.7999999999999998
1445,79324,"No soy machista, pero creo que la infidelidad, es una de las causas de los femicidios. Nadie habla de la causa raíz de estos asesinatos. Lo que cuentas lo refleja directamente. Si se aburren de su pareja, separate antes del engaño y te pillen. la honestidad puede salvar vidas.",0,1,0,0,0,2.0
1446,30,"En este capítulo, que se transmitió en el Canal 5 de la televisión británica, Peppa conoció a las madres lesbianas de una amiga suya, Penny Polar Bear, desatando así una nueva polémica 
 conlosniñosno  
 Los Ninos Merecen   programas sin  ideology   basura!

URL",0,0,1,0,0,2.2
1447,28447,"MENTION Exacto, sin eso estariamls extintos, pero las feministas odian al hombre",0,1,0,0,0,2.4
1448,18159,"¿Una feminista tratando como tontas a las mujeres jóvenes?
Me pinchan y no me sacan sangre 😛 URL",0,1,0,0,0,2.4
1449,14523,MENTION Jjaaj sos trans tu opinión no importa,0,0,1,0,0,4.0
1450,36336,"Panas, no sean malos con las mujeres, ellas también tienen sus cualidades, por ejemplo:
                  ........................
                  ........................
                  ........................
Bueno, ahora no me acuerdo cuales pero deben tener alguna.",1,1,0,0,0,3.6
1451,6624,8 millones de españoles no pueden pagar sus facturas de luz y gas pero son felices porque ahora pueden fluir de género y comer gusanos para salvar el planeta.,0,0,1,0,0,2.8
1452,54333,me pinté las uñas y ahora me dieron ganas de acostarme a dormir la siesta y no puedo pq se me va a correr todo q ganas d haber nacido nene,1,1,0,0,0,1.8
1453,21455,Que gorda que está Wanda.,0,0,0,0,1,2.0
1454,78929,¿Cuál es la última botella que abre una mujer en una fiesta? - La de Fairy.,1,1,0,0,0,3.6
1455,36799,"Saben que el wifi lo invento una mujer, asi que cuando se te va a los golpes se arregla. HASHTAG   HASHTAG  ",1,1,0,0,0,4.8
1456,24452,increíble veo mujeres quejándose de la letra “machista” de mi tema. Ah bueno seguid bailando canciones de reggeaton Hipócritas 😂,0,1,0,0,0,2.8
1457,21079,"Estoy en contra de que los Leggings sean elásticos, porque se lo puede poner desde una tía que tenga cuerpazos hasta una gorda mórbida",0,1,0,0,1,2.6
1458,8526,"MENTION MENTION Exactamente, no sabe ni que es un tanque australiano la gorda",0,0,0,0,1,3.0
